CreditCardName,card_issuer,credit_card_id,Highlights,WelcomeOffers,applyNow,Applynowsequence,cardsequence,Apply_Link,featured_text,IssuerName,Website,URL_launch_apply,cc_applyNowWeb,Apply_Link_Web,forapplycard,url,StartingColor,EndColor,card_type,JoiningFees,RenewalFees,bsf_movies,bsf_travel,bsf_dining,bsf_fuel,bsf_shoping,id,Rewards,Movie,Dining,Travel,Lounge,Golf,Fuel,RewardRedemption
Shoppers Stop Black HDFC Bank Credit Card,1,394,"-Shoppers Stop vouchers worth ₹1500, redeemable on any bill value
-Get 7% Reward Points on every SS spends. Maximum cap at ₹2000 per month
-2% Reward Points on Non-SS spends. Maximum cap at ₹2000 per month","-Shoppers Stop vouchers worth ₹1500, redeemable on any bill value",FALSE,,29,,,HDFC Bank,https://www.billdesk.com/pgidsk/pgmerc/hdfccard/HDFC_card.jsp,TRUE,FALSE,,FALSE,https://cinsim.sgp1.digitaloceanspaces.com/credit_cards/1704888011933887117048880119338871CreditCardImage.webp,0xff377cc9,0xff0b245d,components_visa_visas,"₹4,500 + GST","₹4,500 + GST",FALSE,FALSE,FALSE,FALSE,TRUE,343,"-Get 7% Reward Points on every SS spends. Maximum cap at ₹2000 per month
-2% Reward Points on Non-SS spends. Maximum cap at ₹2000 per month",,,- Complimentary airport lounge access.,"- 16 complimentary domestic lounge access (max. 4 times in a quarter).
- 8 complimentary international lounge access (max. 2 times in a quarter.",,- 1% fuel surcharge waiver at all fuel stations across India.,- The points can be redeemed at Shoppers Stop outlets or through online website.
HDFC Bank Solitaire Credit Card,1,389,"- 3 Reward Points on every spend of Rs. 100.
- Accelerated Reward Points on groceries and dining.
- 1,000 bonus Reward Points every year as a renewal benefit.
- Reward Points redeemable against various gifts, vouchers, and cashback.
- Get gift vouchers worth up to Rs. 2,000 every year on achieving the spend milestone.",- A free wellness package from Thyrocare.,FALSE,,26,,,HDFC Bank,https://www.billdesk.com/pgidsk/pgmerc/hdfccard/HDFC_card.jsp,TRUE,FALSE,,FALSE,https://cinsim.sgp1.digitaloceanspaces.com/credit_cards/1735302804618450617353028046184506CreditCardImage.webp,0xff377cc9,0xff0b245d,components_visa_visas,Rs. 500 + GST,Rs. 500 + GST,FALSE,FALSE,FALSE,FALSE,TRUE,338,"- 3 reward points on every ₹ 150 spent on every retail transaction using this card.
- 50% or more reward points on dining and groceries.",,,,,,"- 1% fuel surcharge waiver on all fuel transactions between Rs. 400 and Rs. 5,000.",- 1 Reward Point = Re. 0.20 for redemption against cashback.
HDFC Bank All Miles VISA Signature Credit Card,1,23,"- Earn 3 reward points on spending every ₹ 150 on this card.
- Earn 2x reward points on spending ₹ 150 on shopping, mobile recharge, and hotel bookings.",,FALSE,,19,,,HDFC Bank,https://www.billdesk.com/pgidsk/pgmerc/hdfccard/HDFC_card.jsp,TRUE,FALSE,,FALSE,https://cinsim.cardinsider.com/f03ea568d5088d5204133dfcec23192b.png,0xff377cc9,0xff0b245d,components_visa_visas,"Rs. 1,000 + GST","Rs. 1,000 + GST",FALSE,FALSE,FALSE,TRUE,TRUE,22,"- 3 reward points on every ₹ 150 spent on this card.
- 6 reward points on every ₹ 150 spent on shopping, mobile recharge, and hotel booking. ",,,,,,- 1% fuel surcharge on all fuel transactions above ₹ 400.,"- Reward Points can be redeemed for products, gift vouchers, or discounts on HDFC Reward catalog via Net Banking or mail."
HDFC Doctor's Regalia Credit Card,1,388,"- Welcome and renewal benefits of 2,000 reward points.
- Earn 4 reward points on every ₹ 150 spent on this credit card.
- Complimentary domestic and international airport lounge access.
- Get comprehensive insurance covers on this card.
","- Welcome benefits of 2,500 bonus reward points. ",FALSE,,6,,,HDFC Bank,https://www.billdesk.com/pgidsk/pgmerc/hdfccard/HDFC_card.jsp,TRUE,FALSE,,FALSE,https://cinsim.cardinsider.com/8b53573c4ec97183195b1be5475e6ca8.png,0xff377cc9,0xff0b245d,components_visa_visas,"Rs. 2,500 + GST","Rs. 2,500 + GST",FALSE,TRUE,FALSE,TRUE,TRUE,337,"- 4 reward points on every ₹ 150 spent on shopping, utilities, education and rent.
- No cashback allowed on wallet loads, fuel and EMI transactions.
- Maximum reward points on insurance transactions are capped at 2,000 per day.",,- Up to 20% Savings via Dineout Pay,- Complimentary airport lounge access.,"- 12 complimentary domestic lounge access per year.
- 6 complimentary lounge access per year (valid only if at least 4 retail transactions completed).",,- 1% fuel surcharge waiver on fuel transactions.,"- Redeem reward points against flights/hotels bookings, shopping, airmiles, etc. via SmartBuy or netbanking platform,"
HDFC Bank Diners Club Black Metal Edition Credit Card,1,577,"- This is a metal credit card.
- The joining fee is Rs. 10,000 plus taxes.
- 5 Reward Points on spends of Rs. 150.
- Complimentary Swiggy One, Club Marriott and Amazon Prime membership.
- Unlimited lounge access.
- 24 complimentary golf games in a year.","- Complimentary Membership of Club Marriott, Swiggy One and Amazon Prime (On Spends of Rs. 1.5 Lakh Within 90 Days of Card Issuance)",FALSE,,,,,HDFC Bank,https://www.billdesk.com/pgidsk/pgmerc/hdfccard/HDFC_card.jsp,TRUE,FALSE,,FALSE,https://cinsim.sgp1.digitaloceanspaces.com/credit_cards/1697720878129733816977208781297338CreditCardImage.png,0xff377cc9,0xff0b245d,components_diners_club_diners_clubs,"Rs. 10,000 + GST","Rs. 10,000 + GST",FALSE,TRUE,TRUE,FALSE,TRUE,524,"- Earn 5 Reward Points for every Rs. 150 spent. 
- Earn up to 10X Reward Points on spends made through SmartBuy. 
- 2X Reward Points (10 Reward Points) per Rs. 150 spends at restaurants on Saturday and Sunday. 
- These reward points are valid for a period of 3 years. ",,- Benefits with Good Food Trails Program and 2X RPs on Weekend Dining,- Unlimited Lounge Access for Primary and Add-On Cardholders,- Unlimited Complimentary Domestic and International Lounge Visits Across India,- 6 Complimentary Golf Games Each Quarter,,
HDFC Bank UPI RuPay Credit Card,1,582,"- 3% Cashpoints on supermarket, dining, grocery, and PayZapp spends
- 2% Cashpoints on Utility spends
- 1% Cashpoints on other spends excluding some spend categories
- Up to 50 days of interest free credit period
- Renewal fee waiver on spending Rs. 25000 or more in the previous year",,FALSE,,,,,HDFC Bank,https://www.billdesk.com/pgidsk/pgmerc/hdfccard/HDFC_card.jsp,TRUE,FALSE,,FALSE,https://cinsim.sgp1.digitaloceanspaces.com/credit_cards/1701342275161966417013422751619664CreditCardImage.webp,0xff377cc9,0xff0b245d,components_rupay_rupays,Rs. 99 + GST,Rs. 99 + GST,FALSE,FALSE,FALSE,FALSE,TRUE,529,"- 3% Cashpoints on your grocery, supermarket, dining, and PayZapp spends, capped at 500 Cashpoints maximum every month
- 2% Cashpoints on utility spends, capped at 500 Cashpoints maximum every month
- 1% Cashpoints on other spends, capped at 500 Cashpoints maximum every month.
",,- 3% Cashpoints on Dining spends,,,,,"- The Cashpoints can be redeemed against card statement balance, hotel and flight ticket bookings, on the Smartbuy rewards portal, where 1 Cashpoints = Rs. 0.25 "
HDFC Bank Titanium Times MasterCard,1,22,"- Times Prime annual Membership as a welcome gift. 
- Get discounts and offers on selected dining, wellness, shopping and travel partners every year. 
- Earn up to 5 reward points on every ₹ 150 spent on dining on weekdays. 
- 25% off on movie tickets booking from BookMyShow. ","- Complimentary Times Prime annual Membership.
- E Vouchers Worth Rs. 5000.",FALSE,,22,,,HDFC Bank,https://www.billdesk.com/pgidsk/pgmerc/hdfccard/HDFC_card.jsp,TRUE,FALSE,,FALSE,https://cinsim.sgp1.digitaloceanspaces.com/credit_cards/1662529167660.webp,0xff377cc9,0xff0b245d,components_master_card_master_cards,NIL,Rs. 500 + GST,TRUE,FALSE,FALSE,TRUE,TRUE,21,"- 5 reward points on every ₹ 150 spent on dining on weekdays. 
- 2 reward points on every ₹ 150 spent on this card. ",- 25% off on booking movie tickets from BookMyShow.,"- 5% to 50% discount at premium bars and restaurants, and 2x EazyPoints on each spend with EazyDiner Prime membership.
- Additional Rs. 1500 discount up to 10% discount for payments done through PayEazy.
- Up to 35% discount on dining bills via the Dineout app.",,,,"- 1% fuel surcharge waiver on all fuel transactions between ₹ 400 and ₹ 5,000.","Reward Points can be redeemed for products, gift vouchers, and discount offers via net banking or post."
HDFC Bank Harley Davidson Diners Club Credit Card,1,608,"- 10X Reward Points for Hotel and Flight Booking with Smartbuy.
- 10X Reward Points for purchases via HDFC Smartbuy.
- Add on and primary card holders can access international and domestic lounges for a limited number of times without any additional costs.
- Customers can enjoy various benefits at different milestones throughout the year. These benefits are available on a quarterly and yearly basis.
- Get 2 free movie tickets each month with the BOGO offers on this credit card.","- Annual Membership of Swiggy One and Times Now.
- Harley Vouchers Worth Rs. 750",FALSE,,,,,HDFC Bank,https://www.billdesk.com/pgidsk/pgmerc/hdfccard/HDFC_card.jsp,TRUE,FALSE,,FALSE,https://cinsim.sgp1.digitaloceanspaces.com/credit_cards/1706788691321504017067886913215040CreditCardImage.webp,0xff377cc9,0xff0b245d,components_diners_club_diners_clubs,"Rs. 2,500 + GST","Rs. 2,500 + GST",TRUE,FALSE,FALSE,FALSE,TRUE,555," - 4 Reward Points for each retail spend of ₹150.
- 20 Reward Points for each ₹150 spent on Zomato and Swiggy. Capped at 2,500 Reward Points each month after that, 4 Reward Points/₹150 (without capping).
- Up to 10X Reward Points for purchases via HDFC Smartbuy.
- The maximum Reward Points that can be earned with the HDFC Harley Davidson Credit Card is capped at 50,000 each statement cycle.
- Reward Points earned with this card have a validity of 2 years from the date of accumulation.",- BOGO Offers for Movie Bookings with BookMyShow.,- 5X RPs for Spends on Zomato and Swiggy.,- 10X Reward Points for Hotel and Flight Booking with Smartbuy.,- 8 Complimentary Access to both domestic and international lounges every year.,,- Maximum Waiver Capped at ₹500 (Each Billing Cycle).,- Redeem on Smartbuy or Netbanking. Value of 1 RP Up to ₹0.50 (₹0.20 for Cash Redemption)
HDFC Bank H.O.G Diners Club Credit Card,1,609,"- Most suited for members of the Harley Owners Group.
- Card can be availed at a joining fee of Rs. 10,000 plus applicable taxes.
- 10X Reward Points for Harley spends.
- 2X Reward Points on weekend dining.
- Unlimited international and domestic lounge access with this card.","- Annual Membership of Swiggy One, Club Marriott, Amazon Prime, and MMT Black. Harley Vouchers Worth Rs. 2,500 ",FALSE,,,,,HDFC Bank,https://www.billdesk.com/pgidsk/pgmerc/hdfccard/HDFC_card.jsp,TRUE,FALSE,,FALSE,https://cinsim.sgp1.digitaloceanspaces.com/credit_cards/1706877307155320317068773071553203CreditCardImage.webp,0xff377cc9,0xff0b245d,components_diners_club_diners_clubs,"Rs. 10,000 + GST","Rs. 10,000 + GST",FALSE,FALSE,FALSE,FALSE,TRUE,556,"- 10X Reward Points for spends on Smartbuy.
- 10X Reward Points for Harley spends.
- 5 Reward Points for each spend of  Rs. 150.
- Reward Points shall be valid for a period of 3 years. ",,"- Discounts of up to 25% with the Good Food Dining Program. These discounts can only be availed when the payment is made through Swiggy Dineout.
- 2X Reward Points on weekend dining.",- 5X RPs on Flight and Hotel Bookings Via Smartbuy.,- Unlimited domestic and international lounge access across the globe.,,- 1% Fuel Surcharge Waiver,- Redemption Via Smartbuy or Netbanking.
HDFC Bank Diners Club Rewardz Credit Card,1,7,"- 1,000 bonus reward points as welcome benefits.
- 3 Reward Points on every Rs. 150 you spend.
- Earn 5% cashback on spending via Smartbuy. ","- Enjoy 1,000 bonus reward points as welcome benefits.",FALSE,,7,,,HDFC Bank,https://www.billdesk.com/pgidsk/pgmerc/hdfccard/HDFC_card.jsp,TRUE,FALSE,,FALSE,https://cinsim.sgp1.digitaloceanspaces.com/credit_cards/1704775715616245417047757156162454CreditCardImage.webp,0xff377cc9,0xff0b245d,components_diners_club_diners_clubs,"Rs. 1,000 + GST","Rs. 1,000 + GST",FALSE,TRUE,TRUE,FALSE,TRUE,7,"- 3 reward points on every ₹ 150 spent on this card.
- 10x reward points on spending ₹ 150 on partner brands. ",,- 25% off on dining bills at the finest restaurants.,,,,"- 1% fuel surcharge waiver on transactions between ₹ 400 and ₹ 5,000. ","- Redeem reward points for booking flights/hotels, purchasing products/vouchers, Airmiles, and cashback.
- 1 RP = 0.30 Airmiles.
- 1 RP = ₹ 0.30 for flights/hotels booking.
- 1 RP = ₹ 0.25 for products/vouchers.
- 1 RP = ₹ 0.15 for cashback."
HDFC Bank Diners Club Privilege Credit Card,1,6,"- Complimentary Membership of Swiggy One and Times Prime as a welcome benefit.
- 4 Reward Points on every Rs 150 spent, and upto 10x Reward Points on Smartbuy spends, with your HDFC Bank Diners Club Privilege Credit card.
- Accelerated 5x RPs on your Swiggy and Zomato spends.
- 8 Complimentary Lounge visits in both India and abroad
- Low Foreign Markup charges of 1.99%
Zero Protection Liability Cover of Rs 9 lac
- Insurance Cover worth up to Rs 1 crore in case of an Air Accident.",- Complimentary Membership of Swiggy One & Times Prime.,TRUE,,10,,,HDFC Bank,https://www.billdesk.com/pgidsk/pgmerc/hdfccard/HDFC_card.jsp,TRUE,TRUE,https://cardinsider.com/go/loungehdfcbank,FALSE,https://cinsim.sgp1.digitaloceanspaces.com/credit_cards/1735301523713015017353015237130150CreditCardImage.webp,0xff377cc9,0xff0b245d,components_diners_club_diners_clubs,"Rs. 2,500 + GST","Rs. 2,500 + GST",TRUE,TRUE,TRUE,FALSE,FALSE,6,"- 4 reward points per Rs. 150 spent on retail.
- Up to 10x reward points on spends made through the SmartBuy portal.
- 5x (20) reward points per Rs. 150 spent on Swiggy and Zomato, where the bonus RPs are capped at 2500 per month.
- You can earn a maximum of 2000 RPs per transaction on insurance spends.","- Buy One Get One offer on BookMyShow movie tickets for shows on Friday, Saturday, and Sunday.",- Get 5x (20) reward points per Rs. 150 spent on Swiggy and Zomato.,- Get 8 complimentary airport lounge access across the world for both primary as well as add on cardholders.,"- Up to 8 complimentary domestic lounge access every year.
- Up to 8 complimentary international lounge access every year.",,- 1% fuel surcharge waiver on fuel transactions at all fuel stations subject to a maximum waiver of Rs. 500 per statement cycle.,"- 1 reward point = Rs 0.5 redeemable on SmartBuy reward portal for flight & hotels bookings, 1 reward point = 0.5 Air miles.
- 1 Reward Point = Re. 0.20 for redemption against cash.
"
HDFC Bank Pixel Play Credit Card,1,612,"- The card comes at a joining fee of Rs. 500.
- You can avail 5% cashback on popular brands with this card.
- 3% Cashback on the choice of any one E commerce merchant.
- 1% Unlimited cashback across all other spends.",,FALSE,,,,,HDFC Bank,https://www.billdesk.com/pgidsk/pgmerc/hdfccard/HDFC_card.jsp,TRUE,FALSE,,FALSE,https://cinsim.sgp1.digitaloceanspaces.com/credit_cards/1710132186612498117101321866124981CreditCardImage.webp,0xff377cc9,0xff0b245d,components_visa_visas,Rs. 500 + GST,Rs. 500 + GST,FALSE,FALSE,FALSE,FALSE,TRUE,559,"- You can get 5% cashback on any two packs of your choice.

Dining & Entertainment Category: BookMyShow & Zomato
Travel Category: MakeMyTrip & Uber
Grocery Category: Blinkit & Reliance Smart Bazaar
Electronics Category:  Croma & Reliance Digital
Fashion Category: Nykaa & Myntra

- 3% Cashback on the choice of any one E commerce merchant: PayZapp, Amazon, and Flipkart.
- 1% Unlimited cashback across all other spends.",,,,,,- 1% fuel surcharge waiver at all fuel stations across India.,
HDFC Bank Diners Club Premium Credit Card,1,4,"- 2,500 bonus reward points as welcome benefits.
- Earn up to 4 reward points on every ₹ 150 spent on retail purchases.
- Complimentary lounge access. ","- Enjoy bonus reward points of 2,500 as welcome benefits.",TRUE,,41,,,HDFC Bank,https://www.billdesk.com/pgidsk/pgmerc/hdfccard/HDFC_card.jsp,TRUE,TRUE,https://cardinsider.com/go/loungehdfcbank,FALSE,https://cinsim.sgp1.digitaloceanspaces.com/credit_cards/1704775545100412717047755451004127CreditCardImage.webp,0xff377cc9,0xff0b245d,components_diners_club_diners_clubs,"Rs. 2,500 + GST","Rs. 2,500 + GST",FALSE,TRUE,FALSE,TRUE,FALSE,4,"- 4 reward points on every ₹ 150 spent on retail transactions.
- No reward points on fuel transactions. ",,,- Complimentary lounge access per year.,"- Up to 6 complimentary domestic lounge access per year. 
- Up to 6 complimentary international lounge access per year.",,"- 1% fuel surcharge waiver on transaction between ₹ 400 and ₹ 5,000","- Redeem reward points for booking flights/hotels, purchasing products/vouchers, cashback and airmiles. 
- 1 RP = 0.50 Airmiles.
- 1 RP = ₹ 0.50 for flights/hotels booking.
- 1 RP = ₹ 0.35 for products/vouchers.
- 1 RP = ₹ 0.20 cashback."
HDFC Bank Diners Club Black Credit Card,1,2,"- Complimentary yearly membership subscription of Amazon Prime, Club Marriott, Zomato Gold, Times Prime, etc.
- Earn up to 10x reward points on selected categories.
- Get unlimited domestic and international lounge access. ","- Complimentary Yearly memberships to club Marriott, Forbes, Amazon Prime, Zomato Gold, MMTDOUBLEBLACK, and Times Prime on spending Rs. 1.5 lakhs or more within the first 90 days of card activation or after joining fee payment.",FALSE,,53,,,HDFC Bank,https://www.billdesk.com/pgidsk/pgmerc/hdfccard/HDFC_card.jsp,TRUE,FALSE,,FALSE,https://cinsim.sgp1.digitaloceanspaces.com/credit_cards/1699356554388866016993565543888660CreditCardImage.webp,0xff377cc9,0xff0b245d,components_diners_club_diners_clubs,"Rs. 10,000 + GST","Rs. 10,000 + GST",FALSE,TRUE,TRUE,FALSE,TRUE,1,"- 5 reward points on every Rs. 150 spent on this card.
- 10x reward points on spending via SmartBuy.
- 2x reward points on weekend dining at partner restaurants. ",,"- Complimentary annual membership to Zomato gold.
- 2X Reward Points on weekend dining.","- Complimentary lounge access in India and aborad at 1000+ airports.
- Complimentary annual membership of Club Marriott,","- Unlimited complimentary domestic lounge access.
- Unlimited complimentary international lounge access.",- 6 Complimentary golf games per quarter.,"- 1% fuel surcharge waiver on spends between ₹ 400 & ₹ 4,000","- Redeem reward points for booking flights/hotels, airmiles, purchasing products/vouchers, and cashback.
- 1 RP = ₹ 1 for flights/hotels booking
- 1 RP = 1 AirMile
- 1 RP = up to ₹ 0.50 for products/vouchers
- 1 RP = ₹ 0.30 for cashback"
HDFC Bank Platinum Times MasterCard,1,20,"- Gift vouchers across shopping, dining and apparel, and many other categories.
- 50% off on movie ticket bookings on BookMyShow (max discount of Rs. 600 per transaction).
- Round the year offers and discounts on travel, shopping, dining and wellness categories at select partner merchants.
- 3 Reward Points per Rs. 150 spent with the card.
- Accelerated Reward Points (10 RPs per Rs. 150 spent) on dining spends on weekdays.",- Complimentary Times Prime annual Membership and E Vouchers Worth Rs. 5000.,FALSE,,44,,,HDFC Bank,https://www.billdesk.com/pgidsk/pgmerc/hdfccard/HDFC_card.jsp,TRUE,FALSE,,FALSE,https://cinsim.sgp1.digitaloceanspaces.com/credit_cards/1662526920320.webp,0xff377cc9,0xff0b245d,components_master_card_master_cards,NIL,"Rs. 1,000 + GST",TRUE,FALSE,FALSE,FALSE,TRUE,19,"- 3 reward points on every ₹ 150 spent on card.
- 10 reward points on every ₹ 150 spent on dining on weekdays. ","- 50% discount on movie ticket booking on BookMyShow, and you could save up to Rs 600 per transaction.
- A maximum of up to 4 movie tickets get discounted per month on your HDFC Platinum Times card.","- Up to 40% discount on select restaurants on dining bills via the Swiggy Dineout app.
- Additional Rs. 1500 discount up to 15% discount for payments done through PayEazy.",,,,"- 1% fuel surcharge waiver on all fuel transactions between ₹ 400 and ₹ 5,000. ","- Reward Points earned can be redeemed for gift vouchers, products, and discounts on the HDFC Rewards catalog."
HDFC Bank Diners Club Miles Credit Card,1,11,"- 1,000 bonus reward points on payment of annual membership fee.
- Earn 4 reward points on every ₹ 150 spent on this card. 
- Complimentary lounge access.
- Get air accident insurance cover of ₹ 1 crore. ","- Enjoy 1,000 bonus reward points as welcome benefits.",TRUE,,27,,,HDFC Bank,https://www.billdesk.com/pgidsk/pgmerc/hdfccard/HDFC_card.jsp,TRUE,TRUE,https://cardinsider.com/go/loungehdfcbank,FALSE,https://cinsim.cardinsider.com/6cf1d5af477e328ad4472d09da965620.png,0xff377cc9,0xff0b245d,components_diners_club_diners_clubs,"Rs. 1,000 + GST","Rs. 1,000 + GST",FALSE,TRUE,TRUE,FALSE,TRUE,11,"- 4 reward points on every ₹ 150 spent using this card.
- Up to 10% cashback on partner brands via SmartBuy. 
- No reward points on fuel transactions.",,- 15% off on dining at selected premium partner restaurants.,- Complimentary lounge access.,"- Up to 6 complimentary domestic lounge access per year. 
- Up to 6 complimentary international lounge access per year.",,"- 1% fuel surcharge waiver on fuel transactions between ₹ 400 and ₹ 5,000.","- Redeem your reward points for flights/hotels booking, purchasing products/vouchers etc. as follows:
- 1 RP = 1 Airmile 
- 1 RP = ₹ 0.50 for flights/hotels booking.
- 1 RP = ₹ 0.35 for product catalog.
- 1 RP = ₹ 0.20 for cashback."
IndianOil HDFC Bank Credit Card,1,12,"- Complimentary subscription to IndianOil XTRAREWARDS Program membership to redeem the fuel points at a very good rate.
- Earn 1 fuel point on every ₹ 150 spent on this card.
- Up to 50 liters of free fuel annually. ",,FALSE,,38,,,HDFC Bank,https://www.billdesk.com/pgidsk/pgmerc/hdfccard/HDFC_card.jsp,TRUE,FALSE,,FALSE,https://cinsim.sgp1.digitaloceanspaces.com/credit_cards/1697710130559165716977101305591657CreditCardImage.webp,0xff377cc9,0xff0b245d,components_visa_visas,Rs. 500 + GST,Rs. 500 + GST,FALSE,FALSE,TRUE,TRUE,FALSE,12,"- 1 fuel point on every ₹ 150 spent on this card.
- 5% of spends as fuel points at IndianOil outlets, on groceries, and bill payments. ",,,,,,"- 1% fuel surcharge waiver on a minimum fuel transaction of ₹ 400 at all fuel pumps.
- Up to 50 litres of free fuel annually.","- Redeem reward points for purchasing products from the product catalog, cashback, and other offers under the IndianOil XTRAREWARDS Program. 
- 1 Fuel Point = ₹ 0.96 under IndianOil XTRAREWARDS (IXRP) Program
- 1 Fuel Point = ₹ 0.20 for product catalog
- 1 Fuel Point = ₹ 0.20 for cashback"
InterMiles HDFC Bank Diners Club Credit Card,1,14,"- Complimentary yearly Inter Miles Gold membership.
- 25,000 bonus Inter Miles as welcome benefits.
- Earn 2x Inter Miles (16 Inter Miles/₹ 150) on booking flights/hotels.
- Exclusive offers on Etihad Airways tickets booking.","- Complimentary annual Inter Miles Gold Membership and 25,000 bonus Inter Miles.",FALSE,,15,,,HDFC Bank,https://www.billdesk.com/pgidsk/pgmerc/hdfccard/HDFC_card.jsp,TRUE,FALSE,,FALSE,https://cinsim.cardinsider.com/bcd3f34a400aba32cb0a48c1e4560b15.png,0xff377cc9,0xff0b245d,components_diners_club_diners_clubs,"Rs. 5,000 + GST","Rs. 5,000 + GST",FALSE,TRUE,TRUE,FALSE,TRUE,14,"- 8 Inter Miles on every ₹ 150 spent on this card.
- 2x Inter Miles on every ₹ 150 spent on booking flight/hotel tickets.
- No Inter Miles on fuel, Easy EMI, and wallet transactions.
- Earn 2.5x bonus Intermiles for Etihad Airways.
- Inter Miles on Insurance transactions are capped at 2,000 per transaction.",,"- Exclusive offers and discounts of 15% on dining under the Dine out Passport Membership. 
- 25% assured discount at over 2,000 premium restaurants. ",- Complimentary lounge access.,"- Unlimited domestic lounge access.
- Access to unlimited international lounge access.",- Unlimited complimentary golf games.,- 1% fuel surcharge waiver on fuel transactions.,"- Redeem reward points for purchasing products/vouchers, hotel/flight bookings, offers & discounts on dining, etc. via intermiles.com."
6E Rewards XL - Indigo HDFC Bank Credit Card,1,8,"- 1 complimentary 6E prime add on as a welcome benefit.
- Upto 15% 6E rewards on IndiGo.
- 2% 6E Rewards on all other spends.
- Complimentary lounge access. ","- Welcome gift vouchers from Budweiser.
- 1 complimentary IndiGo Air ticket.
- Accor hotel stay voucher worth Rs. 5,000 and a dining voucher worth Rs. 1,500.",FALSE,,36,,,HDFC Bank,https://www.billdesk.com/pgidsk/pgmerc/hdfccard/HDFC_card.jsp,TRUE,FALSE,,FALSE,https://cinsim.sgp1.digitaloceanspaces.com/credit_cards/1704776721024127917047767210241279CreditCardImage.webp,0xff377cc9,0xff0b245d,components_master_card_master_cards,"Rs. 2,500 + GST","Rs. 2,500 + GST",FALSE,TRUE,TRUE,TRUE,FALSE,8,"- 5% 6E reward points on booking flights from IndiGo.
- 3% 6E reward points on dining, groceries, and entertainment. 
- 2% 6E reward points on all other spends. 
- 15% 6E Rewards on IndiGo featured partners.",,- Get complimentary Dineout Passport Membership Program.,- Complimentary lounge access.,- 8 complimentary domestic lounge access per year (2 per quarter).,- Complimentary 12 golf lessons and 4 green fee rounds in a year.,- 1% fuel surcharge waiver on a minimum transaction of ₹ 400.,"- Redeem reward points from the IndiGo 6E Portal for booking flights. 
- 1 6E Reward Point = ₹ 1 "
HDFC Bank Infinia Credit Card,1,1,"- Complimentary Club Marriott membership and 12,500 bonus reward points as welcome benefits.
- Earn up to 10x reward points on every ₹ 150 spent on this card. 
- Unlimited complimentary lounge access all across the world.","- Complimentary Club Marriott annual membership subscription and 12,500 bonus reward points as welcome benefits. ",FALSE,,39,,,HDFC Bank,https://www.billdesk.com/pgidsk/pgmerc/hdfccard/HDFC_card.jsp,TRUE,FALSE,,FALSE,https://cinsim.sgp1.digitaloceanspaces.com/credit_cards/1704713483780041417047134837800414CreditCardImage.webp,0xff377cc9,0xff0b245d,components_visa_visas,"Rs. 12,500 + GST","Rs. 12,500 + GST",FALSE,TRUE,TRUE,FALSE,TRUE,2,"- 5 reward points on every ₹ 150 spent.
- No reward points on fuel transactions. ",,"- Complimentary Dineout Passport membership for a year.
- Get an assured discount of 25% at 200+ premium restaurants.",- Complimentary lounge access.,"- Unlimited Complimentary Domestic lounge access.
- Unlimited Complimentary International lounge access via Priority Pass for both primary and add on card holders",- Access to unlimited golf games at leading golf courses in India.,"- Waiver of 1% fuel surcharge on all fuel transactions between ₹ 400 and ₹ 1,00,000.  ","- Redeem reward points for booking flights/hotels, DTH recharges, purchasing products and vouchers, etc.
 - 1 RP = ₹ 1 on SmartBuy portal, Tanishq Vouchers and Apple products
 - 1 RP = 1 Airmile
 - 1 RP = ₹ 0.50
 - 1 RP = ₹ 0.30 for cash redemption."
HDFC Bank Millennia Credit Card,1,16,"- 1,000 cash points as a welcome benefit.
- 5% cashback on online transactions including major e-commerce websites including Amazon and Flipkart 
- Up to 20% discount on dining at partner restaurants. ","- Enjoy cashpoints of 1,000 on subject to realisation of joining fee.",TRUE,,21,,,HDFC Bank,https://www.billdesk.com/pgidsk/pgmerc/hdfccard/HDFC_card.jsp,TRUE,TRUE,https://cardinsider.com/go/loungehdfcbank,FALSE,https://cinsim.sgp1.digitaloceanspaces.com/credit_cards/1704777385486956817047773854869568CreditCardImage.webp,0xff377cc9,0xff0b245d,components_visa_visas,"₹1,000 + GST","₹1,000 + GST",FALSE,TRUE,TRUE,FALSE,TRUE,15,"- 5% cashpoints on every online transaction on selected partner merchants like Amazon, BookMyShow, Cult.fit, Flipkart, Myntra, Sony LIV, Swiggy, Tata CLiQ, Uber and Zomato.
- 1% cashpoints on every other spend.
- No cashback is offered on fuel transactions.",,- 20% discount on dining at partner restaurants,,,,- 1% fuel surcharge waiver on spending minimum of ₹400 on all fuel transactions.,"- 1 Cashpoint = ₹ 0.30 for product catalog.
- 1 Cashpoint = ₹ 0.30 for booking flights/hotels on SmartBuy.
- 1 Cashpoint = ₹ 1 for cashback. 
- 1 Cashpoint = ₹ 0.30 for Airmiles.
- Minimum 500 Cashpoints are eligible for redemption against statement balance."
